int, System.DateTime, System.DateTime, int, int, int[], int[]
Id, StartAt, EndAt, Duration, Seed, FixedProducts, RandomProductPool
20, "2025-04-15 0:00:00", "2025-04-22 0:00:00", 604800, 20, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008"
21, "2025-04-22 0:00:00", "2025-04-29 0:00:00", 604800, 21, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008"
22, "2025-04-29 0:00:00", "2025-05-06 0:00:00", 604800, 22, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008"
23, "2025-05-06 0:00:00", "2025-05-13 0:00:00", 604800, 23, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008"
24, "2025-05-13 0:00:00", "2025-05-20 0:00:00", 604800, 24, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008"
25, "2025-05-20 0:00:00", "2025-05-27 0:00:00", 604800, 25, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
26, "2025-05-27 0:00:00", "2025-06-03 0:00:00", 604800, 26, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
27, "2025-06-03 0:00:00", "2025-06-10 0:00:00", 604800, 27, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
28, "2025-06-10 0:00:00", "2025-06-17 0:00:00", 604800, 28, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
29, "2025-06-17 0:00:00", "2025-06-24 0:00:00", 604800, 29, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
30, "2025-06-24 0:00:00", "2025-07-01 0:00:00", 604800, 30, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
31, "2025-07-01 0:00:00", "2025-07-08 0:00:00", 604800, 31, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
32, "2025-07-08 0:00:00", "2025-07-15 0:00:00", 604800, 32, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
33, "2025-07-15 0:00:00", "2025-07-22 0:00:00", 604800, 33, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
34, "2025-07-22 0:00:00", "2025-07-29 0:00:00", 604800, 34, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
35, "2025-07-29 0:00:00", "2025-08-05 0:00:00", 604800, 35, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
36, "2025-08-05 0:00:00", "2025-08-12 0:00:00", 604800, 36, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
37, "2025-08-12 0:00:00", "2025-08-19 0:00:00", 604800, 37, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
38, "2025-08-19 0:00:00", "2025-08-26 0:00:00", 604800, 38, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
39, "2025-08-26 0:00:00", "2025-09-02 0:00:00", 604800, 39, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
40, "2025-09-02 0:00:00", "2025-09-09 0:00:00", 604800, 40, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
41, "2025-09-09 0:00:00", "2025-09-16 0:00:00", 604800, 41, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
42, "2025-09-16 0:00:00", "2025-09-23 0:00:00", 604800, 42, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
43, "2025-09-23 0:00:00", "2025-09-30 0:00:00", 604800, 43, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
44, "2025-09-30 0:00:00", "2025-10-07 0:00:00", 604800, 44, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
45, "2025-10-07 0:00:00", "2025-10-14 0:00:00", 604800, 45, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
46, "2025-10-14 0:00:00", "2025-10-21 0:00:00", 604800, 46, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
47, "2025-10-21 0:00:00", "2025-10-28 0:00:00", 604800, 47, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
48, "2025-10-28 0:00:00", "2025-11-04 0:00:00", 604800, 48, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
49, "2025-11-04 0:00:00", "2025-11-11 0:00:00", 604800, 49, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
50, "2025-11-11 0:00:00", "2025-11-18 0:00:00", 604800, 50, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
51, "2025-11-18 0:00:00", "2025-11-25 0:00:00", 604800, 51, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
52, "2025-11-25 0:00:00", "2025-12-02 0:00:00", 604800, 52, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
53, "2025-12-02 0:00:00", "2025-12-09 0:00:00", 604800, 53, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
54, "2025-12-09 0:00:00", "2025-12-16 0:00:00", 604800, 54, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
55, "2025-12-16 0:00:00", "2025-12-23 0:00:00", 604800, 55, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
56, "2025-12-23 0:00:00", "2025-12-30 0:00:00", 604800, 56, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
57, "2025-12-30 0:00:00", "2026-01-06 0:00:00", 604800, 57, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
58, "2026-01-06 0:00:00", "2026-01-13 0:00:00", 604800, 58, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
59, "2026-01-13 0:00:00", "2026-01-20 0:00:00", 604800, 59, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
60, "2026-01-20 0:00:00", "2026-01-27 0:00:00", 604800, 60, "50001 | 50002 | 50003 | 50004 | 50005 | 50006 | 50007 | 50008 | 50009"
