int, int, EMissionType, EMissionCheckType, string, string, string, FP[], int, int
Id, WaveGroup, MissionType, MissionCheckType, IconName, TitleName, Description, Parameters, GivePoint, GiveSpecialPoint
1040003, 104, "GradeAllFindUnit", "Spawn", "", "mission_title_3", "mission_description_3", "2 | 5", "", 1
1040004, 104, "GradeOwnUnit", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_4", "mission_description_4", "3 | 3", "", 2
1040008, 104, "Sell", "Sell", "Emblem/emblem_mission_challenge", "mission_title_16", "mission_description_16", 5, 100
1040009, 104, "Lotto", "Spawn", "Emblem/emblem_grade_3_hero", "mission_title_10", "mission_description_10", "2 | 3", 50
1040010, 104, "Lotto", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_11", "mission_description_11", "3 | 1", 100
2010001, 201, "GradeAllFindUnit", "Spawn", "", "mission_title_1", "mission_description_1", "0 | 5", 100
2010002, 201, "GradeAllFindUnit", "Spawn", "", "mission_title_2", "mission_description_2", "1 | 5", 100
2010003, 201, "GradeAllFindUnit", "Spawn", "", "mission_title_3", "mission_description_3", "2 | 5", "", 1
2010004, 201, "GradeOwnUnit", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_4", "mission_description_4", "3 | 3", "", 2
2010005, 201, "HasPoint", "GivePoint", "icon_resource_coin", "mission_title_5", "mission_description_5", "0 | 1000", 50
2010006, 201, "HasPoint", "GivePoint", "icon_resource_lucky_gem", "mission_title_6", "mission_description_6", "1 | 10", 50
2010007, 201, "Sell", "Sell", "Emblem/emblem_mission_challenge", "mission_title_16", "mission_description_16", 5, 100
2010008, 201, "Lotto", "Spawn", "Emblem/emblem_grade_3_hero", "mission_title_10", "mission_description_10", "2 | 3", 50
2010009, 201, "Lotto", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_11", "mission_description_11", "3 | 1", 100
2010010, 201, "Gambling", "Gambling", "Emblem/emblem_gamble_common", "mission_title_12", "mission_description_12", "-1 | 20", "", 1
2010011, 201, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_common", "mission_title_13", "mission_description_13", "-1 | 10", 50
2010012, 201, "GamblingSuccess", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_14", "mission_description_14", "3 | 3", 100
2010013, 201, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_15", "mission_description_15", "3 | 5", "", 1
2010014, 201, "Kill", "Kill", "Emblem/emblem_mission_challenge", "mission_title_17", "mission_description_17", 40, 100
2010015, 201, "Upgrade", "Upgrade", "Emblem/emblem_mission_challenge", "mission_title_18", "mission_description_18", 2, 100
2020001, 202, "GradeAllFindUnit", "Spawn", "", "mission_title_1", "mission_description_1", "0 | 5", 100
2020002, 202, "GradeAllFindUnit", "Spawn", "", "mission_title_2", "mission_description_2", "1 | 5", 100
2020003, 202, "GradeAllFindUnit", "Spawn", "", "mission_title_3", "mission_description_3", "2 | 5", "", 1
2020004, 202, "GradeOwnUnit", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_4", "mission_description_4", "3 | 3", "", 2
2020005, 202, "HasPoint", "GivePoint", "icon_resource_lucky_gem", "mission_title_6", "mission_description_6", "1 | 10", 50
2020006, 202, "Sell", "Sell", "Emblem/emblem_mission_challenge", "mission_title_16", "mission_description_16", 5, 100
2020007, 202, "Lotto", "Spawn", "Emblem/emblem_grade_3_hero", "mission_title_10", "mission_description_10", "2 | 3", 50
2020008, 202, "Lotto", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_11", "mission_description_11", "3 | 1", 100
2020009, 202, "Gambling", "Gambling", "Emblem/emblem_gamble_common", "mission_title_12", "mission_description_12", "-1 | 20", "", 1
2020010, 202, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_common", "mission_title_13", "mission_description_13", "-1 | 10", 50
2020011, 202, "GamblingSuccess", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_14", "mission_description_14", "3 | 3", 100
2020012, 202, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_15", "mission_description_15", "3 | 5", "", 1
2020013, 202, "Upgrade", "Upgrade", "Emblem/emblem_mission_challenge", "mission_title_18", "mission_description_18", 2, 100
2030001, 251, "GradeAllFindUnit", "Spawn", "", "mission_title_1", "mission_description_1", "0 | 5", 100
2030002, 251, "GradeAllFindUnit", "Spawn", "", "mission_title_2", "mission_description_2", "1 | 5", 100
2030003, 251, "GradeAllFindUnit", "Spawn", "", "mission_title_3", "mission_description_3", "2 | 5", "", 1
2030004, 251, "GradeOwnUnit", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_4", "mission_description_4", "3 | 3", "", 2
2030005, 251, "HasPoint", "GivePoint", "icon_resource_lucky_gem", "mission_title_6", "mission_description_6", "1 | 10", 50
2030006, 251, "Sell", "Sell", "Emblem/emblem_mission_challenge", "mission_title_16", "mission_description_16", 5, 100
2030007, 251, "Lotto", "Spawn", "Emblem/emblem_grade_3_hero", "mission_title_10", "mission_description_10", "2 | 3", 50
2030008, 251, "Lotto", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_11", "mission_description_11", "3 | 1", 100
2030009, 251, "Gambling", "Gambling", "Emblem/emblem_gamble_common", "mission_title_12", "mission_description_12", "-1 | 20", "", 1
2030010, 251, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_common", "mission_title_13", "mission_description_13", "-1 | 10", 50
2030011, 251, "GamblingSuccess", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_14", "mission_description_14", "3 | 3", 100
2030012, 251, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_15", "mission_description_15", "3 | 5", "", 1
2030013, 251, "Upgrade", "Upgrade", "Emblem/emblem_mission_challenge", "mission_title_18", "mission_description_18", 2, 100
3010001, 301, "GradeAllFindUnit", "Spawn", "", "mission_title_1", "mission_description_1", "0 | 5", 100
3010002, 301, "GradeAllFindUnit", "Spawn", "", "mission_title_2", "mission_description_2", "1 | 5", 100
3010003, 301, "GradeAllFindUnit", "Spawn", "", "mission_title_3", "mission_description_3", "2 | 5", "", 1
3010004, 301, "GradeOwnUnit", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_4", "mission_description_4", "3 | 3", "", 2
3010005, 301, "HasPoint", "GivePoint", "icon_resource_coin", "mission_title_5", "mission_description_5", "0 | 1000", 50
3010006, 301, "HasPoint", "GivePoint", "icon_resource_lucky_gem", "mission_title_6", "mission_description_6", "1 | 10", 50
3010007, 301, "Sell", "Sell", "Emblem/emblem_mission_challenge", "mission_title_16", "mission_description_16", 5, 100
3010008, 301, "Lotto", "Spawn", "Emblem/emblem_grade_3_hero", "mission_title_10", "mission_description_10", "2 | 3", 50
3010009, 301, "Lotto", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_11", "mission_description_11", "3 | 1", 100
3010010, 301, "Gambling", "Gambling", "Emblem/emblem_gamble_common", "mission_title_12", "mission_description_12", "-1 | 20", "", 1
3010011, 301, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_common", "mission_title_13", "mission_description_13", "-1 | 10", 50
3010012, 301, "GamblingSuccess", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_14", "mission_description_14", "3 | 3", 100
3010013, 301, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_15", "mission_description_15", "3 | 5", "", 1
3010014, 301, "Upgrade", "Upgrade", "Emblem/emblem_mission_challenge", "mission_title_18", "mission_description_18", 2, 100
3040001, 304, "GradeAllFindUnit", "Spawn", "", "mission_title_1", "mission_description_1", "0 | 5", 100
3040002, 304, "GradeAllFindUnit", "Spawn", "", "mission_title_2", "mission_description_2", "1 | 5", 100
3040003, 304, "GradeAllFindUnit", "Spawn", "", "mission_title_3", "mission_description_3", "2 | 5", "", 1
3040004, 304, "GradeOwnUnit", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_4", "mission_description_4", "3 | 3", "", 2
3040005, 304, "HasPoint", "GivePoint", "icon_resource_coin", "mission_title_5", "mission_description_5", "0 | 1000", 50
3040006, 304, "HasPoint", "GivePoint", "icon_resource_lucky_gem", "mission_title_6", "mission_description_6", "1 | 10", 50
3040007, 304, "Sell", "Sell", "Emblem/emblem_mission_challenge", "mission_title_16", "mission_description_16", 5, 100
3040008, 304, "Lotto", "Spawn", "Emblem/emblem_grade_3_hero", "mission_title_10", "mission_description_10", "2 | 3", 50
3040009, 304, "Lotto", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_11", "mission_description_11", "3 | 1", 100
3040010, 304, "Gambling", "Gambling", "Emblem/emblem_gamble_common", "mission_title_12", "mission_description_12", "-1 | 20", "", 1
3040011, 304, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_common", "mission_title_13", "mission_description_13", "-1 | 10", 50
3040012, 304, "GamblingSuccess", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_14", "mission_description_14", "3 | 3", 100
3040013, 304, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_15", "mission_description_15", "3 | 5", "", 1
3040014, 304, "Upgrade", "Upgrade", "Emblem/emblem_mission_challenge", "mission_title_18", "mission_description_18", 2, 100
3050001, 305, "GradeAllFindUnit", "Spawn", "", "mission_title_1", "mission_description_1", "0 | 5", 100
3050002, 305, "GradeAllFindUnit", "Spawn", "", "mission_title_2", "mission_description_2", "1 | 5", 100
3050003, 305, "GradeAllFindUnit", "Spawn", "", "mission_title_3", "mission_description_3", "2 | 5", "", 1
3050004, 305, "GradeOwnUnit", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_4", "mission_description_4", "3 | 3", "", 2
3050005, 305, "HasPoint", "GivePoint", "icon_resource_coin", "mission_title_5", "mission_description_5", "0 | 1000", 50
3050006, 305, "HasPoint", "GivePoint", "icon_resource_lucky_gem", "mission_title_6", "mission_description_6", "1 | 10", 50
3050007, 305, "Sell", "Sell", "Emblem/emblem_mission_challenge", "mission_title_16", "mission_description_16", 5, 100
3050008, 305, "Lotto", "Spawn", "Emblem/emblem_grade_3_hero", "mission_title_10", "mission_description_10", "2 | 3", 50
3050009, 305, "Lotto", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_11", "mission_description_11", "3 | 1", 100
3050010, 305, "Gambling", "Gambling", "Emblem/emblem_gamble_common", "mission_title_12", "mission_description_12", "-1 | 20", "", 1
3050011, 305, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_common", "mission_title_13", "mission_description_13", "-1 | 10", 50
3050012, 305, "GamblingSuccess", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_14", "mission_description_14", "3 | 3", 100
3050013, 305, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_15", "mission_description_15", "3 | 5", "", 1
3050014, 305, "Kill", "Kill", "Emblem/emblem_mission_challenge", "mission_title_17", "mission_description_17", 40, 100
3050015, 305, "Upgrade", "Upgrade", "Emblem/emblem_mission_challenge", "mission_title_18", "mission_description_18", 2, 100
3060001, 306, "GradeAllFindUnit", "Spawn", "", "mission_title_1", "mission_description_1", "0 | 5", 100
3060002, 306, "GradeAllFindUnit", "Spawn", "", "mission_title_2", "mission_description_2", "1 | 5", 100
3060003, 306, "GradeAllFindUnit", "Spawn", "", "mission_title_3", "mission_description_3", "2 | 5", "", 1
3060004, 306, "GradeOwnUnit", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_4", "mission_description_4", "3 | 3", "", 2
3060005, 306, "HasPoint", "GivePoint", "icon_resource_lucky_gem", "mission_title_6", "mission_description_6", "1 | 10", 50
3060006, 306, "Sell", "Sell", "Emblem/emblem_mission_challenge", "mission_title_16", "mission_description_16", 5, 100
3060007, 306, "Lotto", "Spawn", "Emblem/emblem_grade_3_hero", "mission_title_10", "mission_description_10", "2 | 3", 50
3060008, 306, "Lotto", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_11", "mission_description_11", "3 | 1", 100
3060009, 306, "Gambling", "Gambling", "Emblem/emblem_gamble_common", "mission_title_12", "mission_description_12", "-1 | 20", "", 1
3060010, 306, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_common", "mission_title_13", "mission_description_13", "-1 | 10", 50
3060011, 306, "GamblingSuccess", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_14", "mission_description_14", "3 | 3", 100
3060012, 306, "GamblingFailed", "Gambling", "Emblem/emblem_gamble_legend", "mission_title_15", "mission_description_15", "3 | 5", "", 1
3060013, 306, "Kill", "Kill", "Emblem/emblem_mission_challenge", "mission_title_17", "mission_description_17", 100, 100
3060014, 306, "Upgrade", "Upgrade", "Emblem/emblem_mission_challenge", "mission_title_18", "mission_description_18", 2, 100
5010001, 501, "GradeAllFindUnit", "Spawn", "", "mission_title_1", "mission_description_1", "0 | 5", 100
5010002, 501, "GradeAllFindUnit", "Spawn", "", "mission_title_2", "mission_description_2", "1 | 5", 100
5010003, 501, "GradeAllFindUnit", "Spawn", "", "mission_title_3", "mission_description_3", "2 | 5", "", 1
5010004, 501, "GradeOwnUnit", "Spawn", "Emblem/emblem_grade_4_legend", "mission_title_4", "mission_description_4", "3 | 3", "", 2
5010005, 501, "HasPoint", "GivePoint", "icon_resource_coin", "mission_title_5", "mission_description_5", "0 | 1000", 50
5010006, 501, "HasPoint", "GivePoint", "icon_resource_lucky_gem", "mission_title_6", "mission_description_6", "1 | 10", 50
5010007, 501, "Sell", "Sell", "Emblem/emblem_mission_challenge", "mission_title_16", "mission_description_16", 5, 100
5010008, 501, "Lotto", "Spawn", "Emblem/emblem_grade_3_hero", "mission_title_10", "mission_description_10", "2 | 3", 50
