int, int, int, int, int[], int[], int, int, int, int, int, FP, FP, FP, int, int, FP, FP, FP, TableReward, TableReward, TableReward, TableReward, TableReward, TableReward, TableReward, int[]
Id, WaveNumber, WaveGroup, Level, PathIds, MonsterGroups, GroupCount, MonsterId, BossMonsterId, Defense, SpawnCount, SpawnInterval, SpawnDelay, NextDelay, StartGivePoint, StartGiveSpecialPoint, KillPoint, KillSpecialPoint, KillCombatPoint, Reward_1, Reward_2, Reward_3, Reward_4, ClearRandomReward_1, ClearRandomReward_2, ClearRandomReward_3, RandomRewardProb
1011, 11, 1, 2, "", "", "", 2001, "", 1, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,10,10"
1012, 12, 1, 4, "", "", "", 2001, "", 1, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,10,10"
1013, 13, 1, 5, "", "", "", 2001, "", 1, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,10,10"
1014, 14, 1, 6, "", "", "", 2001, "", 1, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,10,10"
1015, 15, 1, 1, "", "", "", 2002, "", 2, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
1016, 16, 1, 3, "", "", "", 2002, "", 2, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
1017, 17, 1, 5, "", "", "", 2002, "", 5, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
1018, 18, 1, 6, "", "", "", 2002, "", 5, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
1019, 19, 1, 7, "", "", "", 2002, "", 0, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
1020, 20, 1, 0, "", "", "", "", 2003, 5, 0, "0.35", 0, 60, 20, 0, 50, 2, 0, "10,50,50", "103, 3, 3", "101,200,200"
1021, 21, 1, 2, "", "", "", 3001, "", 10, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
1022, 22, 1, 3, "", "", "", 3001, "", 11, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
1023, 23, 1, 5, "", "", "", 3001, "", 12, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
1024, 24, 1, 6, "", "", "", 3001, "", 13, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
1025, 25, 1, 1, "", "", "", 3002, "", 14, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1026, 26, 1, 2, "", "", "", 3002, "", 15, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1027, 27, 1, 3, "", "", "", 3002, "", 16, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1028, 28, 1, 4, "", "", "", 3002, "", 17, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1029, 29, 1, 6, "", "", "", 3002, "", 18, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1030, 30, 1, 0, "", "", "", "", 3003, 19, 0, "0.35", 0, 60, 20, 0, 100, 2, 0, "10,50,50", "103, 3, 3", "101,500,500"
1031, 31, 1, 4, "", "", "", 4001, "", 32, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1032, 32, 1, 5, "", "", "", 4001, "", 34, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1033, 33, 1, 6, "", "", "", 4001, "", 36, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1034, 34, 1, 7, "", "", "", 4001, "", 38, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1035, 35, 1, 1, "", "", "", 4002, "", 40, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1036, 36, 1, 2, "", "", "", 4002, "", 42, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1037, 37, 1, 3, "", "", "", 4002, "", 44, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1038, 38, 1, 4, "", "", "", 4002, "", 46, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1039, 39, 1, 6, "", "", "", 4002, "", 48, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1040, 40, 1, 0, "", "", "", "", 4003, 39, 0, "0.35", 0, 60, 20, 0, 100, 2, 0, "10,50,50", "103, 3, 3", "101,500,500"
1041, 41, 1, 4, "", "", "", 5001, "", 70, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1042, 42, 1, 5, "", "", "", 5001, "", 72, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1043, 43, 1, 6, "", "", "", 5001, "", 74, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1044, 44, 1, 7, "", "", "", 5001, "", 76, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1045, 45, 1, 1, "", "", "", 5002, "", 78, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1046, 46, 1, 2, "", "", "", 5002, "", 80, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1047, 47, 1, 6, "", "", "", 5002, "", 82, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1048, 48, 1, 7, "", "", "", 5002, "", 84, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1049, 49, 1, 8, "", "", "", 5002, "", 86, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1050, 50, 1, 0, "", "", "", "", 5003, 88, 0, "0.35", 0, 60, 20, 0, 100, 2, 0, "10,50,50", "103, 3, 3", "101,500,500"
1051, 51, 1, 4, "", "", "", 6001, "", 90, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1052, 52, 1, 4, "", "", "", 6001, "", 92, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1053, 53, 1, 5, "", "", "", 6001, "", 94, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1054, 54, 1, 6, "", "", "", 6001, "", 96, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1055, 55, 1, 4, "", "", "", 6002, "", 98, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1056, 56, 1, 5, "", "", "", 6002, "", 100, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1057, 57, 1, 6, "", "", "", 6002, "", 102, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1058, 58, 1, 6, "", "", "", 6002, "", 104, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1059, 59, 1, 6, "", "", "", 6002, "", 106, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1060, 60, 1, 0, "", "", "", "", 6003, 108, 0, "0.35", 0, 60, 20, 0, 100, 2, 0, "10,50,50", "103, 3, 3", "101,500,500"
1061, 61, 1, 6, "", "", "", 7001, "", 110, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1062, 62, 1, 6, "", "", "", 7001, "", 112, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1063, 63, 1, 6, "", "", "", 7001, "", 114, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1064, 64, 1, 6, "", "", "", 7001, "", 116, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1065, 65, 1, 6, "", "", "", 7002, "", 118, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1066, 66, 1, 6, "", "", "", 7002, "", 120, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1067, 67, 1, 6, "", "", "", 7002, "", 122, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1068, 68, 1, 6, "", "", "", 7002, "", 124, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1069, 69, 1, 6, "", "", "", 7002, "", 126, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1070, 70, 1, 0, "", "", "", "", 7003, 128, 0, "0.35", 0, 60, 20, 0, 100, 2, 0, "10,50,50", "103, 3, 3", "101,500,500"
1071, 71, 1, 6, "", "", "", 8001, "", 130, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1072, 72, 1, 6, "", "", "", 8001, "", 132, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1073, 73, 1, 6, "", "", "", 8001, "", 134, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1074, 74, 1, 6, "", "", "", 8001, "", 136, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1075, 75, 1, 6, "", "", "", 8002, "", 138, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1076, 76, 1, 6, "", "", "", 8002, "", 140, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1077, 77, 1, 6, "", "", "", 8002, "", 142, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1078, 78, 1, 6, "", "", "", 8002, "", 144, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1079, 79, 1, 6, "", "", "", 8002, "", 146, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
1080, 80, 1, 0, "", "", "", "", 8003, 148, 0, "0.35", 0, 60, 20, 0, 100, 2, 0, "10,50,50", "103, 3, 3", "101,1000,1000"
2001, 1, 2, 0, "", "", "", 1101, "", 10, 40, "0.35", 0, 20, 0, 0, 1, 0, 0, "10,10,10", "103, 1, 1", "101,5,5"
2002, 2, 2, 15, "", "", "", 1101, "", 10, 40, "0.35", 0, 20, 20, 0, 1, 0, 0, "10,10,10", "103, 1, 1", "101,5,5"
2003, 3, 2, 25, "", "", "", 1101, "", 10, 40, "0.35", 0, 20, 20, 0, 1, 0, 0, "10,10,10", "103, 1, 1", "101,5,5"
2004, 4, 2, 35, "", "", "", 1101, "", 10, 40, "0.35", 0, 20, 20, 0, 1, 0, 0, "10,10,10", "103, 1, 1", "101,5,5"
2005, 5, 2, 10, "", "", "", 1102, "", 10, 40, "0.35", 0, 20, 20, 0, 1, 0, 0, "10,10,10", "103, 1, 1", "101,10,10"
2006, 6, 2, 20, "", "", "", 1102, "", 10, 40, "0.35", 0, 20, 20, 0, 1, 0, 0, "10,10,10", "103, 1, 1", "101,10,10"
2007, 7, 2, 25, "", "", "", 1102, "", 10, 40, "0.35", 0, 20, 20, 0, 1, 0, 0, "10,10,10", "103, 1, 1", "101,10,10"
2008, 8, 2, 30, "", "", "", 1102, "", 10, 40, "0.35", 0, 20, 20, 0, 1, 0, 0, "10,10,10", "103, 1, 1", "101,10,10"
2009, 9, 2, 35, "", "", "", 1102, "", 10, 40, "0.35", 0, 20, 20, 0, 1, 0, 0, "10,10,10", "103, 1, 1", "101,10,10"
2010, 10, 2, 0, "", "", "", "", 1103, 10, 0, "0.35", 0, 60, 20, 0, 50, 2, 0, "10,50,50", "103, 3, 3", "101,100,100"
2011, 11, 2, 15, "", "", "", 2101, "", 15, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,10,10"
2012, 12, 2, 20, "", "", "", 2101, "", 15, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,10,10"
2013, 13, 2, 25, "", "", "", 2101, "", 15, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,10,10"
2014, 14, 2, 30, "", "", "", 2101, "", 15, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,10,10"
2015, 15, 2, 10, "", "", "", 2102, "", 15, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
2016, 16, 2, 15, "", "", "", 2102, "", 15, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
2017, 17, 2, 25, "", "", "", 2102, "", 20, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
2018, 18, 2, 35, "", "", "", 2102, "", 20, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
2019, 19, 2, 40, "", "", "", 2102, "", 20, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
2020, 20, 2, 0, "", "", "", "", 2103, 25, 0, "0.35", 0, 60, 20, 0, 50, 2, 0, "10,50,50", "103, 3, 3", "101,200,200", "", "[192, 1, 1]", "", "", 500
2021, 21, 2, 20, "", "", "", 3101, "", 30, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
2022, 22, 2, 25, "", "", "", 3101, "", 30, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
2023, 23, 2, 30, "", "", "", 3101, "", 30, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
2024, 24, 2, 40, "", "", "", 3101, "", 30, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,20,20"
2025, 25, 2, 15, "", "", "", 3102, "", 30, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2026, 26, 2, 20, "", "", "", 3102, "", 30, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2027, 27, 2, 25, "", "", "", 3102, "", 35, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2028, 28, 2, 30, "", "", "", 3102, "", 35, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2029, 29, 2, 35, "", "", "", 3102, "", 35, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2030, 30, 2, 0, "", "", "", "", 3103, 40, 0, "0.35", 0, 60, 20, 0, 100, 2, 0, "10,50,50", "103, 3, 3", "101,500,500", "", "[192, 1, 1]", "[201, 1, 1]", "", "500 | 250"
2031, 31, 2, 15, "", "", "", 4101, "", 45, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2032, 32, 2, 20, "", "", "", 4101, "", 45, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2033, 33, 2, 25, "", "", "", 4101, "", 45, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2034, 34, 2, 30, "", "", "", 4101, "", 45, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2035, 35, 2, 35, "", "", "", 4102, "", 45, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2036, 36, 2, 40, "", "", "", 4102, "", 50, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2037, 37, 2, 45, "", "", "", 4102, "", 50, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2038, 38, 2, 50, "", "", "", 4102, "", 60, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2039, 39, 2, 55, "", "", "", 4102, "", 60, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2040, 40, 2, 0, "", "", "", "", 4103, 60, 0, "0.35", 0, 60, 20, 0, 100, 2, 0, "10,50,50", "103, 3, 3", "101,500,500", "", "[192, 1, 1]", "[201, 1, 1]", "", "500 | 250"
2041, 41, 2, 22, "", "", "", 5101, "", 70, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2042, 42, 2, 23, "", "", "", 5101, "", 72, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2043, 43, 2, 25, "", "", "", 5101, "", 74, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2044, 44, 2, 30, "", "", "", 5101, "", 76, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2045, 45, 2, 35, "", "", "", 5102, "", 78, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2046, 46, 2, 40, "", "", "", 5102, "", 80, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2047, 47, 2, 45, "", "", "", 5102, "", 82, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2048, 48, 2, 50, "", "", "", 5102, "", 84, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2049, 49, 2, 55, "", "", "", 5102, "", 86, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2050, 50, 2, 0, "", "", "", "", 5103, 88, 0, "0.35", 0, 60, 20, 0, 100, 2, 0, "10,50,50", "103, 3, 3", "101,500,500", "", "[192, 1, 1]", "[201, 1, 1]", "", "500 | 250"
2051, 51, 2, 35, "", "", "", 6101, "", 90, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2052, 52, 2, 40, "", "", "", 6101, "", 92, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2053, 53, 2, 45, "", "", "", 6101, "", 94, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2054, 54, 2, 50, "", "", "", 6101, "", 96, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2055, 55, 2, 55, "", "", "", 6102, "", 98, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2056, 56, 2, 60, "", "", "", 6102, "", 100, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2057, 57, 2, 70, "", "", "", 6102, "", 102, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2058, 58, 2, 80, "", "", "", 6102, "", 104, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2059, 59, 2, 90, "", "", "", 6102, "", 106, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2060, 60, 2, 0, "", "", "", "", 6103, 108, 0, "0.35", 0, 60, 20, 0, 100, 2, 0, "10,50,50", "103, 3, 3", "101,500,500", "", "[192, 1, 1]", "[201, 1, 1]", "", "500 | 250"
2061, 61, 2, 45, "", "", "", 7101, "", 120, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2062, 62, 2, 50, "", "", "", 7101, "", 122, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2063, 63, 2, 55, "", "", "", 7101, "", 124, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2064, 64, 2, 60, "", "", "", 7101, "", 126, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2065, 65, 2, 65, "", "", "", 7102, "", 128, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2066, 66, 2, 70, "", "", "", 7102, "", 130, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2067, 67, 2, 75, "", "", "", 7102, "", 132, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2068, 68, 2, 80, "", "", "", 7102, "", 134, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2069, 69, 2, 90, "", "", "", 7102, "", 136, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2070, 70, 2, 0, "", "", "", "", 7103, 138, 0, "0.35", 0, 60, 20, 0, 100, 2, 0, "10,50,50", "103, 3, 3", "101,500,500", "", "[192, 1, 1]", "[201, 1, 1]", "", "500 | 250"
2071, 71, 2, 30, "", "", "", 8101, "", 140, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2072, 72, 2, 35, "", "", "", 8101, "", 142, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2073, 73, 2, 40, "", "", "", 8101, "", 144, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2074, 74, 2, 45, "", "", "", 8101, "", 146, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2075, 75, 2, 50, "", "", "", 8102, "", 148, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2076, 76, 2, 55, "", "", "", 8102, "", 150, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2077, 77, 2, 60, "", "", "", 8102, "", 152, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2078, 78, 2, 65, "", "", "", 8102, "", 154, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2079, 79, 2, 70, "", "", "", 8102, "", 156, 40, "0.35", 0, 20, 20, 0, 2, 0, 0, "10,10,10", "103, 1, 1", "101,30,30"
2080, 80, 2, 0, "", "", "", "", 8103, 158, 0, "0.35", 0, 60, 20, 0, 100, 2, 0, "10,50,50", "103, 3, 3", "101,1000,1000", "", "[192, 1, 1]", "[107, 1, 1]", "", "500 | 600"
3001, 1, 3, 0, "", "", "", 1201, "", 0, 40, "0.35", 0, 20, 0, 0, 1, 0, 0, "10,10,10", "103, 1, 1", "101,5,5"
3002, 2, 3, 15, "", "", "", 1201, "", 0, 40, "0.35", 0, 20, 20, 0, 1, 0, 0, "10,10,10", "103, 1, 1", "101,5,5"
3003, 3, 3, 25, "", "", "", 1201, "", 0, 40, "0.35", 0, 20, 20, 0, 1, 0, 0, "10,10,10", "103, 1, 1", "101,5,5"
3004, 4, 3, 35, "", "", "", 1201, "", 0, 40, "0.35", 0, 20, 20, 0, 1, 0, 0, "10,10,10", "103, 1, 1", "101,5,5"
3005, 5, 3, 15, "", "", "", 1202, "", 0, 40, "0.35", 0, 20, 20, 0, 1, 0, 0, "10,10,10", "103, 1, 1", "101,10,10"
