"status_AttackSpeed", "공격속도", "ATK SPD", "攻撃速度", "攻擊速度", "VTS d'ATQ", "ANG–Tempo", "攻击速度", "VELOCIDAD DE ATK"
"status_Stun", "기절", "Stun", "気絶", "暈眩", "Étourdissement", "Betäubung", "晕眩", "Aturdir"
"status_Slow", "둔화", "Slow", "鈍化", "鈍化", "Ralentissement", "Verlangsamt", "减速", "Lento"
"status_Defense", "방어감소", "DEF Reduction", "防御低下", "防禦減少", "Réduc. de DEF", "VERT–Verringerung", "防御减少", "Disminución de DEF"
"status_Range", "범위", "AoE", "範囲", "範圍", "Zone", "AoE", "范围", "Área de efecto"
"status_Duration", "지속시간", "Duration", "持続時間", "持續時間", "Durée", "Dauer", "持续时间", "Duración"
"status_Count", "개수", "Count", "個数", "個數", "Nb", "Anzahl", "个数", "Contar"
"status_Chance", "발동확률", "Activation Chance", "発動率", "發動機率", "Chances de déclenchement", "Triggerchance", "发动机率", "Posibilidad de activación"
"status_Cooltime", "쿨타임", "Cooldown", "クールタイム", "冷卻時間", "Recharge", "Abklingzeit", "冷却时间", "Enfriarse"
"status_AttackRange", "공격범위", "ATK Range", "攻撃範囲", "攻擊範圍", "Zone d'attaque", "ANG–Reichweite", "攻击范围", "Alcance ATK"
"status_MoveSpeed", "이동속도", "MOV SPD", "移動速度", "移動速度", "VTS de MOUV", "Bewegungstempo", "移动速度", "MOV SPD"
"status_Critical", "치명타확률", "CRIT Rate", "クリティカル率", "暴擊率", "CHANCES CRIT", "Kritische Trefferchance", "暴击率", "Tasa CRIT"
"status_SpRegen", "마나재생", "MP Regen", "マナ再生", "魔力復甦", "Régénération des PM", "MP–Regeneration", "魔力复苏", "MP Regen"
"status_Special", "특수", "Special", "特殊", "特殊", "Spécial", "Spezial", "特殊", "Especial"
"status_attackrange_melee", "근거리", "Melee", "近距離", "近距離", "De mêlée", "Nahkampf", "近距离", "Pelea confusa"
"status_attackrange_ranged", "원거리", "Ranged", "遠距離", "遠距離", "À distance", "Fernkampf", "远距离", "A distancia"
"role_property_attack", "공격", "Attack", "攻撃", "攻擊", "Attaque", "Schaden", "攻击", "Ataque"
"role_property_stun", "기절", "Stun", "気絶", "暈眩", "d'étourdir", "betäuben", "晕眩", "Aturdir"
"role_property_slow", "둔화", "Slow", "鈍化", "鈍化", "Étourdissement", "Betäubung", "减速", "Lento"
"role_property_utility", "유틸", "Utility", "ユーティリティ", "助益", "Utilitaire", "Unterstützung", "助益", "Utilidad"
"role_property_weakening", "약화", "Debuff", "弱体化", "削弱", "Affaiblissement", "Schwächung", "削弱", "Debilitación"
"damage_Physical", "물리피해", "Physical DMG", "物理ダメージ", "物理傷害", "DEG PHYS à", "Waffenschaden", "物理伤害", "Daño físico"
"damage_Magical", "마법피해", "Magic DMG", "魔法ダメージ", "魔法傷害", "DEG MAG à", "Magieschaden", "魔法伤害", "Daño mágico"
"clear_count", "클리어 횟수", "Clear Count", "クリア回数", "通關次數", "Accomplies", "Anzahl der Abschlüsse", "通关次数", "Conteo claro"
"best_wave", "최고 웨이브", "Best Wave", "最高ウェーブ", "最高記錄", "Meilleure vague", "Beste Welle", "最高记录", "Mejor ola"
"best_score", "최고 처치 수", "Most Kills", "最高キル数", "最高擊殺數", "Éliminations record", "Die meisten Kills", "最高击杀数", "La mayoría de las muertes"
"popup_profile_title", "프로필", "Profile", "プロフィール", "簡介", "Profil", "Profil", "简介", "Perfil"
"popup_profile_record", "기록", "Record", "記録", "記錄", "Records", "Aufzeichnung", "记录", "Registro"
"popup_nickname_title", "닉네임 설정", "Change Nickname", "ニックネーム設定", "設定暱稱", "Choix du pseudo", "Namen ändern", "设定昵称", "Configuración de apodo"
"popup_nickname_description", "{0}~{1}자까지 생성 가능합니다.", "Nicknames must be between {0} and {1} characters.", "{0}~{1}字まで入力できます。", "可輸入{0}~{1}個字。", "Le pseudo doit comporter {0} à {1} caractères.", "Der Name muss aus {0}-{1} Zeichen bestehen.", "可输入{0}~{1}个字。", "Se pueden crear apodos con una longitud de {0} a {1} caracteres."
"popup_nickname_text_area", "닉네임을 입력하세요..", "Please enter your nickname.", "ニックネームを入力してください。", "請輸入暱稱…", "Saisissez votre pseudo.", "Bitte gib einen Spielernamen ein.", "请输入昵称…", "Por favor ingrese su apodo"
"popup_nickname_button_change", "변경", "Change", "変更", "變更", "Modifier", "Ändern", "变更", "Cambiar"
"popup_recruit_title", "영웅 모집", "Recruit", "ユニット募集", "招募兵種", "Recruter héros", "Helden rekrutieren", "招募兵种", "Recluta"
"popup_recruit_description00", "스크롤 {0}장 당 모집 1회를 실시합니다.", "You can recruit once per {0} scrolls", "招待状{0}枚で1回募集できます。", "每{0}張卷軸可執行1次招募。", "Vous pouvez recruter 1 fois avec Parchemin x{0}.", "Du kannst einmal pro {0} Schriftrollen rekrutieren.", "每{0}张卷轴可执行1次招募。", "Puedes reclutar una vez cada {0} pergaminos"
"popup_recruit_button", "모집", "Recruit", "募集", "招募", "Recruter", "Rekrutieren", "招募", "Recluta"
"popup_recruit_info_title", "모집 확률", "Drop Rate", "募集確率", "招募機率", "Chances de recrutement", "Droprate", "招募机率", "Tasa de caída"
"popup_option_title", "설정", "Settings", "設定", "設定", "Paramètres", "Einstellungen", "环境", "Ajustes"
"popup_option_bgm", "음악", "Music", "BGM", "音樂", "Musique de fond", "Hintergrundmusik", "音乐", "Música"
"popup_option_fx", "효과음", "SFX", "効果音", "音效", "Effets sonores", "Soundeffekte", "音效", "Efectos de sonido"
"popup_option_vibe", "진동", "Vibration", "振動", "震動", "Vibration", "Vibration", "震动", "Vibración"
"button_support", "고객지원", "Customer Support", "カスタマー<br>サポート", "客服中心", "Service client", "Kundensupport", "客服中心", "Atención al cliente"
"popup_option_logout", "로그아웃", "Logout", "ログアウト", "登出", "Déconnexion", "Abmelden", "登出", "Finalizar la sesión"
"button_teams", "이용약관", "Terms of Use", "利用規約", "使用條款", "Conditions d'utilisation", "Nutzungsbedingungen", "使用条款", "Condiciones de uso"
"button_privacy", "개인정보 처리방침", "Privacy Policy", "プライバシーポリシー", "隱私權政策", "Pol. de confid.", "Datenschutz", "隐私权政策", "política de privacidad"
"popup_system_title", "알림", "Notification", "通知", "通知", "Notification", "Benachrichtigung", "通知", "Notificación"
"popup_system_quit", "정말로 떠나시겠습니까?", "Are you sure you want to exit?", "本当に終了しますか？", "確定要離開嗎？", "Voulez-vous vraiment quitter ?", "Möchtest du das Spiel wirklich beenden?", "确定要离开吗？", "¿Estás seguro que deseas salir?"
"popup_logout_description", "정말로 로그아웃 하시겠습니까?", "Are you sure you want to log out?", "本当にログアウトしますか？", "確定要登出嗎？", "Voulez-vous vraiment vous déconnecter ?", "Möchtest du dich wirklich abmelden?", "确定要登出吗？", "¿Estás seguro que deseas cerrar la sesión?"
"popup_language_title", "언어 변경", "Language", "言語変更", "變更語言", "Langue", "Sprache", "变更语言", "Idioma"
"popup_quest_title", "퀘스트", "Quest", "クエスト", "探索", "Quêtes", "Quest", "探索", "Búsqueda"
" popup_quest_daily_title", "일일 퀘스트", "Daily Quest", "デイリークエスト", "每日探索", "Quêtes quotidiennes", "Tägliche Quest", "每日探索", "Misión diaria"
" popup_quest_achievement_title", "업적", "Achievement", "業績", "成就", "Exploits", "Erfolge", "成就", "Logro"
"page_wavepass_title", "사냥 패스", "Hunt Pass", "ハンターパス", "狩獵通行證", "Pass Chasse", "Jagdpass", "狩猎通行证", "Paso de caza"
"page_wavepass_description", "몬스터를 처치 해 사냥 레벨을 올려 보상을 획득해보세요!", "Defeat monsters and increase Hunt Levels for rewards!", "モンスターを倒してハンターレベルを上げると報酬を獲得できます！", "擊殺怪物提升狩獵等級，並獲得獎勵！", "Éliminez les monstres, augmentez votre Nv. de Chasse et recevez des récomp. !", "Besiege Gegner und erhöhe das Jagdlevel für Belohnungen!", "击杀怪物提升狩猎等级，并获得奖励！", "¡Derrota monstruos y aumenta los niveles de caza para obtener recompensas!"
"page_wavepass_button_paid", "활성화", "Activate", "発動", "啟用", "Activer", "Aktivieren", "启用", "Activar"
"page_wavepass_button_paid_complete", "활성화됨", "Activated", "発動済", "已啟用", "Activé", "Aktiviert", "已启用", "Activado"
"page_wavepass_description_day", "사냥패스 초기화 기간이 <size=60><color=#FF0000>{0}</color></size> 남았습니다.<br>기간 만료 시,<br>달성하지 못한 레벨의 보상은 더 이상 획득할 수 없습니다.", "The Hunt Pass resets in <size=60><color=#FF0000>{0}</color></size>.<br>Once the Hunt Pass expires, you will no longer be able to obtain rewards for levels you haven't achieved.", "ハンターパスリセットまで<br>残り<size=60><color=#FF0000>{0}</color></size>です。<br>期間満了時に達成できていない<br>レベル報酬は受け取れません。", "距離狩獵通行證重置剩餘<size=60><color=#FF0000>{0}</color></size>。<br>當期間結束時，<br>將無法繼續獲得未達成階段的獎勵。", "Il reste <size=60><color=#FF0000>{0}</color></size> avant la réinitialisation du Pass Chasse.<br>À la fin de la période,<br>les récomp. de Nv. non atteints ne peuvent plus être obtenues.", "Noch <size=60><color=#FF0000>{0}</color></size> bis zum Rücksetzpunkt des Jagdpasses.<br>Sobald der Zeitraum abgelaufen ist,<br>kannst du keine Belohnungen mehr für nicht erreichte Level erhalten.", "距离狩猎通行证重置剩余<size=60><color=#FF0000>{0}</color></size>。 <br>当期间结束时，<br>将无法继续获得未达成阶段的奖励。", "El período de renovación del Pase de Caza finaliza en <size=60><color=#FF0000>{0}</color></size>.<br>Una vez que expire el período,<br>ya no podrás obtener recompensas por los niveles que no hayas alcanzado."
"list_not_own", "보유 하지 않음", "Not Owned", "未所持", "未持有", "Non en possession", "Nicht im Besitz", "未持有", "No es de propiedad"
"popup_profile_copy_userid", "복사되었습니다", "Copied", "コピーしました。", "已複製", "Copié", "Kopieren abgeschlossen", "已复制", "Copiado al portapapeles"
"popup_nickname_toast_empty", "닉네임을 입력하세요", "Enter your nickname", "ニックネームを入力してください。", "請輸入暱稱", "Saisissez votre pseudo.", "Bitte gib einen Spielernamen ein.", "请输入昵称", "Introduce tu apodo"
"popup_rank_game_contribution", "기여도", "Contribution", "貢献度", "貢獻度", "Contribution", "Beitrag", "贡献度", "Contribución"
"popup_rank_spawned_unit_title", "소환된 신화 영웅", "Mythic Guardian", "召喚された神話ユニット", "召喚的神話兵種", "Héros Mythiques invoqués", "Beschworener Mythischer Held", "召唤的神话兵种", "Guardián mítico"
"popup_unitinformation_info", "정보", "Info", "情報", "資訊", "Info", "Info", "信息", "Información"
"popup_unitinformation_tab_1", "영웅 스텟", "Stat", "ステータス", "兵種能力值", "Statistique", "Statistik", "兵种能力值", "Estadística"
"popup_unitinformation_tab_2", "영웅 정보", "Info", "情報", "兵種資訊", "Informations", "Info", "兵种资讯", "Información"
"popup_unitinformation_recommend", "추천 위치", "Position<br>Guide", "おすすめ位置", "推薦位置", "Emplacement recommandé", "Empfohlene Position", "推荐位置", "Posición recomendada"
"popup_unitinformation_recipe", "조합이 없는 기본 영웅입니다.", "An ordinary guardian with no recipe.", "組み合わせがない基本ユニットです。", "此為無組合的基本兵種。", "Un gardien de base sans recette.", "Ein Basiswächter ohne Rezept.", "此为无组合的基本兵种。", "Un guardián común y corriente, sin receta."
"popup_stamina_title", "에너지 충전", "Energy Station", "エネルギーチャージ", "補充能量", "Recharge d'Énergie", "Energie–Station", "补充能量", "Central de energía"
"popup_stamina_remainingcount", "오늘 남은 횟수 : {0}", "Daily remaining: {0}", "今日の残り回数：{0}", "今日剩餘次數：{0}", "Aujourd'hui, il reste : {0}.", "Verbleibende Anzahl für heute: {0}", "今日剩余次数：{0}", "Restante diario: {0}"
"popup_matching_create", "방 만들기", "Create Room", "ルーム作成", "創建房間", "Créer une salle", "Raum erstellen", "创建房间", "Crear sala"
"popup_matching_create_wait", "생성 중..", "In process...", "作成中...", "正在創建…", "Création en cours...", "Sucht läuft...", "正在创建…", "En proceso..."
"popup_matching_join", "참가하기", "Join", "ルーム参加", "參加", "Participer", "Teilnehmen", "参加", "Unirse"
"popup_matching_join_description", "코드를 전달 받았다면 코드를 입력하세요", "Enter the code to join", "共有されたコードを入力してください。", "若已收到代碼，請輸入代碼。", "Entrez le code reçu de votre ami !", "Erhalte den Code von einem Freund und gib ihn ein!", "若已收到代码，请输入代码。", "Introduce el código para unirte"
"popup_matching_join_description2", "코드를 입력하세요", "Enter Code", "コードを入力してください。", "請輸入代碼。", "Entrez le code.", "Gib den Code ein.", "请输入代码。", "Introducir código"
"popup_matching_create_description", "친구를 기다리는 중...", "Waiting for a friend...", "友達を待っています...", "正在等待好友…", "En attente de votre ami...", "Warte auf deinen Freund...", "正在等待好友…", "Esperando a un amigo..."
"popup_matching_create_code", "초대 코드", "Invitation Code", "招待コード", "邀請代碼", "Code d'invitation", "Einladungscode", "邀请代码", "Código de invitación"
"popup_giveunit_title", "획득!", "CLAIM!", "獲得！", "獲得！", "Obtenu !", "Erhalten!", "获得！", "¡AFIRMAR!"
"popup_giveunit_touchtoscreen", "화면을 탭하여 닫기", "Tap to close", "画面をタップして閉じる", "點擊畫面以關閉", "Toucher pour fermer", "Tippen zum Schließen", "点击画面以关闭", "Toque para cerrar"
"popup_relicopen_desctription_1", "유물 캐는 중..", "Mining an artifact..", "遺物発掘中...", "正在挖掘文物…", "Extraction en cours...", "Reliktabbau...", "正在挖掘文物…", "Minería de artefactos."
"popup_relicopen_desctription_2", "유물 캐는 중...", "Mining an artifact...", "遺物発掘中...", "正在挖掘文物…", "Extraction en cours...", "Reliktabbau...", "正在挖掘文物…", "Minería de artefactos..."
"popup_relicopen_desctription_3", "영차", "Heave-ho!", "よいしょ", "嘿喲！", "Allez", "Hau ruck!", "嘿哟！", "¡Arriba!"
"button_skip", "스킵", "Skip", "スキップ", "跳過", "Passer", "Überspringen", "跳过", "Saltar"
"popup_mythopen_description_1", "이 중 하나를 자네에게 주겠네", "I shall grant you one of these", "どれか一つをお主にあげよう。", "給你其中一個吧。", "Je te donnerai l'un de ceux-ci.", "Ich werde dir einen geben,", "给你其中一个吧。", "Te concederé uno de estos."
"popup_mythopen_description_2", "하나를 골라보게", "Go ahead and choose one", "一つ選んでみろ。", "你選擇一個。", "Choisis-en un.", "Nur zu, wähle eins aus.", "你选择一个。", "Sigue adelante y elige uno"
"player_unit_name_1091", "일반인", "Common Person", "一般人", "一般人", "Commun des Mortels", "Bürger", "一般人", "Persona común"
"player_unit_name_1001", "궁수", "Archer", "弓兵", "弓箭手", "Archer", "Bogenschütze", "弓箭手", "Arquero"
"player_unit_name_1002", "투척병", "Thrower", "擲弾兵", "投擲兵", "Grenadier", "Schleuderer", "投掷者", "Lanzador"
"player_unit_name_1003", "야만인", "Barbarian", "野蛮人", "野蠻人", "Barbare", "Barbar", "野蛮人", "Bárbaro"
"player_unit_name_1004", "물의정령", "Water Elemental", "水の精霊", "水精靈", "Élémentaire d'Eau", "Wasserelementar", "水精灵", "Elemental de agua"
"player_unit_name_1005", "산적", "Bandit", "山賊", "山賊", "Brigand", "Bandit", "土匪", "Bandido"
"player_unit_name_2001", "레인저", "Ranger", "レンジャー", "遊騎兵", "Ranger", "Waldläufer", "游骑兵", "Guardabosque"
"player_unit_name_2002", "충격로봇", "Shock Robot", "ショック<br>ロボット", "衝擊機械", "Robot Choc", "Schockroboter", "冲击机械", "Robot de choque"
"player_unit_name_2003", "성기사", "Paladin", "聖騎士", "聖騎士", "Paladin", "Paladin", "圣骑士", "Paladín"
"player_unit_name_2004", "샌드맨", "Sandman", "サンドマン", "沙人", "Marchand de Sable", "Sandmann", "沙人", "Hombre de arena"
"player_unit_name_2005", "악마병사", "Demon Soldier", "悪魔の兵士", "惡魔士兵", "Soldat Démon", "Dämonensoldat", "恶魔士兵", "Soldado demonio"
"player_unit_name_3001", "전기로봇", "Electro Robot", "電気ロボット", "電力機械", "Robot Électrique", "Elektroroboter", "电机", "Electro Robot"
"player_unit_name_3002", "나무", "Tree", "木", "樹木", "Arbre", "Baum", "树木", "Árbol"
"player_unit_name_3003", "사냥꾼", "Hunter", "ハンター", "獵人", "Chasseur", "Jäger", "猎人", "Cazador"
"player_unit_name_3005", "독수리장군", "Eagle General", "イーグル将軍", "禿鷲將軍", "Général Aigle", "Adlergeneral", "秃鹫将军", "General Águila"
"player_unit_name_3006", "늑대전사", "Wolf Warrior", "ウルフ戦士", "野狼戰士", "Guerrier Loup", "Wolfskrieger", "野狼战士", "Guerrero lobo"
"player_unit_name_4003", "워머신", "War Machine", "ウォーマシン", "戰鬥機器", "Machine de Guerre", "Kriegsmaschine", "战斗机器", "Máquina de guerra"
"player_unit_name_4004", "호랑이사부", "Tiger Master", "虎の師父", "老虎師父", "Maître Tigre", "Tigermeister", "老虎师父", "Maestro tigre"
"player_unit_name_4005", "폭풍거인", "Storm Giant", "嵐の巨人", "暴風巨人", "Géant de Tempête", "Sturmriese", "风暴巨人", "Gigante de la tormenta"
"player_unit_name_4007", "보안관", "Sheriff", "保安官", "治安官", "Shérif", "Sheriff", "治安官", "Alguacil"
"player_unit_name_4008", "펭귄악사", "Penguin Musician", "ペンギン楽師", "企鵝樂師", "Punk Pingouin", "Punk-Pinguin", "企鹅乐师", "Músico pingüino"
"player_unit_name_3004", "중력자탄", "Graviton", "重力弾", "重力子彈", "Graviton", "Graviton", "重力子弹", "Gravedad"
"player_unit_name_3007", "닌자", "Ninja", "忍者", "忍者", "Ninja", "Ninja", "忍者", "Ninja"
"player_unit_name_4001", "오크주술사", "Orc Shaman", "オーク<br>シャーマン", "半獸人咒術師", "Sorcier Orc", "Orkschamane", "半兽人咒术师", "Chamán orco"
"player_unit_name_4002", "펄스생성기", "Pulse Generator", "パルス発生器", "脈衝光產生器", "Générateur d'Impulsions", "Pulsgenerator", "脉冲光产生器", "Generador de pulsos"
"player_unit_name_4006", "냥법사", "Kitty Mage", "猫の魔法使い", "貓咪法師", "Mage Chat", "Kätzchenmagier", "猫咪法师", "Gatito mago"
"player_unit_name_5001", "밤바", "Bomba", "バンバ", "朋巴", "Bombeur", "Bomber", "朋巴", "Tubo"
"player_unit_name_5002", "콜디", "Coldy", "コルディ", "寇蒂", "Glacine", "Frosti", "寇蒂", "Frío"
"player_unit_name_5003", "랜슬롯", "Lancelot", "ランスロット", "蘭斯洛特", "Lancelot", "Lancelot", "兰斯洛特", "Lancelot"
"player_unit_name_5004", "아이언미야옹", "Iron Meow", "アイアンニャン", "鋼鐵喵", "Iron Miaou", "Eiserne Miau", "钢铁喵", "Miau de hierro"
"player_unit_name_5104", "아이언미야옹", "Iron Meow", "アイアンニャン", "鋼鐵喵", "Iron Miaou", "Eiserne Miau", "钢铁喵", "Miau de hierro"
"player_unit_name_5204", "아이언미야옹 v2", "Iron Meow v2", "アイアンニャンv2", "鋼鐵喵v2", "Iron Miaou v2", "Eiserne Miau v2", "钢铁喵v2", "Miau de hierro v2"
"player_unit_name_5005", "블롭", "Blob", "ブロッブ", "變形怪", "Blob", "Blob", "变形怪", "Gota"
"player_unit_name_5006", "드래곤", "Dragon", "ドラゴン", "龍", "Dragon", "Drache", "龙", "Dragón"
"player_unit_name_5106", "드래곤", "Dragon", "ドラゴン", "龍", "Dragon", "Drache", "龙", "Dragón"
"player_unit_name_5206", "위대한 알", "The Great Egg", "偉大な卵", "偉大龍蛋", "Grand Œuf", "Riesiges Ei", "伟大龙蛋", "El Gran Huevo"
"player_unit_name_5306", "드레인", "Drain", "ドレイン", "巨龍魔", "Anthragon", "Drakonier", "巨龙魔", "Drenar"
"player_unit_name_5007", "모노폴리맨", "Monopoly Man", "モノポリーマン", "大富翁", "M'sieur Fortune", "Monopoly–Mann", "大富翁", "El hombre del monopolio"
"player_unit_name_5008", "마마", "Mama", "ママ", "麻麻", "Mama", "Mama", "麻麻", "Mamá"
"player_unit_name_5108", "임프", "Imp", "インプ", "魔精", "Lutinor", "Kobold", "魔法精灵", "Diablillo"
"player_unit_name_5009", "개구리 왕자", "Frog Prince", "カエルの王様", "青蛙王子", "Prince Crapaud", "Froschkönig", "青蛙王子", "Príncipe rana"
"player_unit_name_5109", "킹 다이안", "King Dian", "キングダイアン", "大王小骰兵", "Roi Dian", "König Dian", "大王小骰兵", "Rey Dian"
"player_unit_name_5010", "배트맨", "Bat Man", "バットマン", "棒棍小子", "Batte Man", "Baseballhitter", "棒棍小子", "Hombre Murciélago"
"player_unit_name_5011", "베인", "Vayne", "ヴェイン", "班恩", "Vayne", "Bane", "班恩", "Vayne"
"player_unit_name_5012", "인디", "Indy", "インディ", "印第", "Indy", "Indy", "印第", "Indy"
"player_unit_name_5013", "와트", "Watt", "ワット", "瓦特", "Watt", "Watt", "瓦特", "Vatio"
"player_unit_name_5014", "타르", "Tar", "タール", "塔爾", "Tar", "Teer", "塔尔", "Tomando"
"player_unit_name_5114", "타르", "Tar", "タール", "塔爾", "Tar", "Teer", "塔尔", "Tomando"
"player_unit_name_5214", "타르", "Tar", "タール", "塔爾", "Tar", "Teer", "塔尔", "Tomando"
"player_unit_name_5015", "로켓츄", "Rocket Chu", "ロケッチュー", "火箭啾", "Chu Roquette", "Raketen Chu", "火箭啾", "Cohete Chu"
"player_unit_name_5115", "오버클럭 로켓츄", "Overclock Rocket Chu", "オーバークロック・<br>ロケッチュー", "超頻火箭啾", "Overclock Chu Roquette", "Übertaktete Raketen Chu", "超频火箭啾", "Overclock Rocket Chu"
"player_unit_name_5016", "우치", "Lazy Taoist", "ウチ", "禹治", "Taoïste Flemmard", "Fauler Taoist", "宇治", "Taoísta perezoso"
"player_unit_name_5017", "지지", "Zap", "ビリ", "滋滋", "Zap", "Zap", "滋滋", "Borrar"
"player_unit_name_5018", "마스터 쿤", "Master Kun", "マスタークン", "浣熊大師", "Maître Raccoonis", "Meister Kun", "浣熊大师", "Solo maestros"
"player_unit_name_5019", "초나", "Verdee", "チョナ", "綠娜", "Drysia", "Immergrün", "绿娜", "Dividir"
"player_unit_name_5020", "펭귄악사", "Penguin Musician", "ペンギン楽師", "企鵝樂師", "Punk Pingouin", "Punk-Pinguin", "企鹅乐师", "Músico pingüino"
"player_unit_name_5021", "헤일리", "Hailey", "ヘイリー", "海莉", "Hailey", "Hailey", "海莉", "Hailey"
"player_unit_name_5022", "아토", "Ato", "アト", "阿兔", "Ceux", "Diese", "阿兔", "Aquellos"
"player_unit_name_5023", "로카", "Roka", "ロカ", "蘿卡", "Roka", "Roka", "萝卡", "Un año"
"player_unit_name_5024", "골라조", "Birdraw", "選鳥師", "卡咖鳥", "Birdraw", "Birdraw", "卡咖鸟", "Dibujo de pájaros"
"player_unit_name_15008", "그랜드 마마", "Grand Mama", "グランドママ", "超凡麻麻", "Grand-mère", "Oma", "超凡麻麻", "Abuela"
"player_unit_name_15009", "사신 개구리", "Reaper Frog", "カエルの死神", "死神青蛙", "Grenouille faucheuse", "Sensenfrosch", "死神青蛙", "Rana segadora"
"player_unit_name_15109", "사신 다이안", "Reaper Dian", "死神ダイアン", "死神小骰兵", "Reaper Dian", "Sensenmann Dian", "死神小骰兵", "Dian segador"
"player_unit_name_15021", "각성 헤일리", "Awakened Hailey", "覚醒ヘイリー", "覺醒海莉", "Hailey éveillée", "Erwachte Hailey", "觉醒海莉", "Hailey despierta"
"player_unit_name_13007", "귀신 닌자", "Ghost Ninja", "鬼神忍者", "鬼怪忍者", "Ninja fantôme", "Geister-Ninja", "鬼怪忍者", "Ninja fantasma"
